id	source	langauge	query	souce_id	url	signature
2142	leetcode	java	Design the CombinationIterator class: - CombinationIterator(string characters, int combinationLength) Initializes the object with a string characters of sorted distinct lowercase English letters and a number combinationLength as arguments.	1286	https://leetcode.com/problems/iterator-for-combination/	"public String next() {"
2143	leetcode	java	You are given an m x n matrix M initialized with all 0's and an array of operations ops, where ops[i] = [ai, bi] means M[x][y] should be incremented by one for	598	https://leetcode.com/problems/range-addition-ii/	"public int maxCount(int m, int n, int[][] ops) {"
2144	leetcode	java	You are given an array of integers nums and an integer target.	1498	https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/	"public int numSubseq(int[] nums, int target) {"
2145	leetcode	java	Given an integer n, return true if it is a power of four. Otherwise, return false.	342	https://leetcode.com/problems/power-of-four/	"public boolean isPowerOfFour(int n) {"
2146	leetcode	java	You are given an array of positive integers beans, where each integer represents the number of magic beans found in a particular magic bag.	2172	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/	"public long minimumRemoval(int[] beans) {"
2147	leetcode	java	You are given the root of a binary tree with n nodes where each node in the tree has node.val coins. There are n coins in total throughout the whole tree.	979	https://leetcode.com/problems/distribute-coins-in-binary-tree/	"public int distributeCoins(TreeNode root) {"
2148	leetcode	java	Given an integer numRows, return the first numRows of Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown:	118	https://leetcode.com/problems/pascals-triangle/	"public List<List<Integer>> generate(int numRows) {"
2149	leetcode	java	Given a binary tree with the following rules: 1. root.val == 0 2. If treeNode.val == x and treeNode.left != null, then treeNode.left.val == 2 * x + 1 3. If treeNode.	1261	https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/	"public boolean find(int target) {"
2150	leetcode	java	Given an integer n, return the count of all numbers with unique digits, x, where 0 <= x < 10n.	357	https://leetcode.com/problems/count-numbers-with-unique-digits/	"public int countNumbersWithUniqueDigits(int n) {"
2151	leetcode	java	You are playing a game involving a circular array of non-zero integers nums.	457	https://leetcode.com/problems/circular-array-loop/	"public boolean circularArrayLoop(int[] nums) {"
2152	leetcode	java	You are given a string text of words that are placed among some number of spaces.	1592	https://leetcode.com/problems/rearrange-spaces-between-words/	"public String reorderSpaces(String text) {"
2153	leetcode	java	Given a m * n matrix of ones and zeros, return how many square submatrices have all ones.	1277	https://leetcode.com/problems/count-square-submatrices-with-all-ones/	"public int countSquares(int[][] matrix) {"
2154	leetcode	java	You are given a string allowed consisting of distinct characters and an array of strings words. A string is consistent if all characters in the string appear in the string allowed.	1684	https://leetcode.com/problems/count-the-number-of-consistent-strings/	"public int countConsistentStrings(String allowed, String[] words) {"
2155	leetcode	java	Given an array of integers arr. We want to select three indices i, j and k where (0 <= i < j <= k < arr.length).	1442	https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/	"public int countTriplets(int[] arr) {"
2156	leetcode	java	Given an array of integers arr, and three integers a, b and c. You need to find the number of good triplets.	1534	https://leetcode.com/problems/count-good-triplets/	"public int countGoodTriplets(int[] arr, int a, int b, int c) {"
2157	leetcode	java	You are given an integer n. Each number from 1 to n is grouped according to the sum of its digits. Return the number of groups that have the largest size.	1399	https://leetcode.com/problems/count-largest-group/	"public int countLargestGroup(int n) {"
2158	leetcode	java	There is a special square room with mirrors on each of the four walls.	858	https://leetcode.com/problems/mirror-reflection/	"public int mirrorReflection(int p, int q) {"
2159	leetcode	java	In English, we have a concept called root, which can be followed by some other word to form another longer word - let's call this word successor.	648	https://leetcode.com/problems/replace-words/	"public String replaceWords(List<String> dictionary, String sentence) {"
2160	leetcode	java	Given an array, rotate the array to the right by k steps, where k is non-negative.	189	https://leetcode.com/problems/rotate-array/	"public void rotate(int[] nums, int k) {"
2161	leetcode	java	You are given a phone number as a string number. number consists of digits, spaces ' ', and/or dashes '-'. You would like to reformat the phone number in a certain manner.	1694	https://leetcode.com/problems/reformat-phone-number/	"public String reformatNumber(String number) {"
2162	leetcode	java	Given the head of a sorted linked list, delete all duplicates such that each element appears only once. Return the linked list sorted as well.	83	https://leetcode.com/problems/remove-duplicates-from-sorted-list/	"public ListNode deleteDuplicates(ListNode head) {"
2163	leetcode	java	You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money.	322	https://leetcode.com/problems/coin-change/	"public int coinChange(int[] coins, int amount) {"
2164	leetcode	java	Consider all the leaves of a binary tree, from left to right order, the values of those leaves form a leaf value sequence.	872	https://leetcode.com/problems/leaf-similar-trees/	"public boolean leafSimilar(TreeNode root1, TreeNode root2) {"
2165	leetcode	java	A sentence is a list of words that are separated by a single space with no leading or trailing spaces.	2114	https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/	"public int mostWordsFound(String[] sentences) {"
2166	leetcode	java	Given a string s and a string array dictionary, return the longest string in the dictionary that can be formed by deleting some of the given string characters.	524	https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/	"public String findLongestWord(String s, List<String> dictionary) {"
2167	leetcode	java	You are given two integer arrays of equal length target and arr. In one step, you can select any non-empty sub-array of arr and reverse it.	1460	https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays/	"public boolean canBeEqual(int[] target, int[] arr) {"
2168	leetcode	java	There is a directed graph of n nodes with each node labeled from 0 to n - 1.	802	https://leetcode.com/problems/find-eventual-safe-states/	"public List<Integer> eventualSafeNodes(int[][] graph) {"
2169	leetcode	java	You are given an integer array score of size n, where score[i] is the score of the ith athlete in a competition. All the scores are guaranteed to be unique.	506	https://leetcode.com/problems/relative-ranks/	"public String[] findRelativeRanks(int[] score) {"
2170	leetcode	java	ou have n dice and each die has k faces numbered from 1 to k.	1157	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/	"public int numRollsToTarget(int n, int k, int target) {"
2171	leetcode	java	Given an array arr of 4 digits, find the latest 24-hour time that can be made using each digit exactly once.	949	https://leetcode.com/problems/largest-time-for-given-digits/	"public String largestTimeFromDigits(int[] arr) {"
2172	leetcode	java	An image is represented by an m x n integer grid image where image[i][j] represents the pixel value of the image. You are also given three integers sr, sc, and color.	733	https://leetcode.com/problems/flood-fill/	"public int[][] floodFill(int[][] image, int sr, int sc, int color) {"
2173	leetcode	java	A binary string is monotone increasing if it consists of some number of 0's (possibly none), followed by some number of 1's (also possibly none). You are given a binary string s.	926	https://leetcode.com/problems/flip-string-to-monotone-increasing/	"public int minFlipsMonoIncr(String s) {"
2174	leetcode	java	Given an m x n matrix, return all elements of the matrix in spiral order.	54	https://leetcode.com/problems/spiral-matrix/	"public List<Integer> spiralOrder(int[][] matrix) {"
2175	leetcode	java	You are given a string of digits num, such as "123456579". We can split it into a Fibonacci-like sequence [123, 456, 579].	842	https://leetcode.com/problems/split-array-into-fibonacci-sequence/	"public List<Integer> splitIntoFibonacci(String num) {"
2176	leetcode	java	Given a 1-indexed array of integers numbers that is already sorted in non-decreasing order, find two numbers such that they add up to a specific target number.	167	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/	"public int[] twoSum(int[] numbers, int target) {"
2177	leetcode	java	There are numBottles water bottles that are initially full of water. You can exchange numExchange empty water bottles from the market with one full water bottle.	1518	https://leetcode.com/problems/water-bottles/	"public int numWaterBottles(int numBottles, int numExchange) {"
2178	leetcode	java	Given a string s consisting of only the characters 'a' and 'b', return true if every 'a' appears before every 'b' in the string. Otherwise, return false.	2124	https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/	"public boolean checkString(String s) {"
2179	leetcode	java	At a lemonade stand, each lemonade costs $5. Customers are standing in a queue to buy from you and order one at a time (in the order specified by bills).	860	https://leetcode.com/problems/lemonade-change/	"public boolean lemonadeChange(int[] bills) {"
2180	leetcode	java	Given an integer array nums sorted in non-decreasing order, return an array of the squares of each number sorted in non-decreasing order.	977	https://leetcode.com/problems/squares-of-a-sorted-array/	"public int[] sortedSquares(int[] nums) {"
2181	leetcode	java	You are given an integer array nums and an integer k. In one operation, you can choose any index i where 0 <= i < nums.	908	https://leetcode.com/problems/smallest-range-i/	"public int smallestRangeI(int[] nums, int k) {"
2182	leetcode	java	The Tribonacci sequence Tn is defined as follows: T0 = 0, T1 = 1, T2 = 1, and Tn+3 = Tn + Tn+1 + Tn+2 for n >= 0.	1137	https://leetcode.com/problems/n-th-tribonacci-number/	"public int tribonacci(int n) {"
2183	leetcode	java	Given a string s and an array of strings words, return the number of words[i] that is a subsequence of s.	792	https://leetcode.com/problems/number-of-matching-subsequences/	"public int numMatchingSubseq(String s, String[] words) {"
2184	leetcode	java	Given a string s and a character letter, return the percentage of characters in s that equal letter rounded down to the nearest whole percent.	2278	https://leetcode.com/problems/percentage-of-letter-in-string/	"public int percentageLetter(String s, char letter) {"
2185	leetcode	java	You are given a string s that consists of only digits.	1849	https://leetcode.com/problems/splitting-a-string-into-descending-consecutive-values/	"public boolean splitString(String s) {"
2186	leetcode	java	You are given the heads of two sorted linked lists list1 and list2. Merge the two lists in a one sorted list.	21	https://leetcode.com/problems/merge-two-sorted-lists/	"public ListNode mergeTwoLists(ListNode list1, ListNode list2) {"
2187	leetcode	java	Given a string s consisting of words and spaces, return the length of the last word in the string. A word is a maximal substring consisting of non-space characters only.	58	https://leetcode.com/problems/length-of-last-word/	"public int lengthOfLastWord(String s) {"
2188	leetcode	java	Implement pow(x, n), which calculates x raised to the power n (i.e., xn).	50	https://leetcode.com/problems/powx-n/	"public double myPow(double x, int n) {"
2189	leetcode	java	Given a string s containing an out-of-order English representation of digits 0-9, return the digits in ascending order.	423	https://leetcode.com/problems/reconstruct-original-digits-from-english/	"public String originalDigits(String s) {"
2190	leetcode	java	Given an array of integers nums, find the maximum length of a subarray where the product of all its elements is positive.	1567	https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/	"public int getMaxLen(int[] nums) {"
2191	leetcode	java	Given the root of an n-ary tree, return the postorder traversal of its nodes' values. Nary-Tree input serialization is represented in their level order traversal.	590	https://leetcode.com/problems/n-ary-tree-postorder-traversal/	"public List<Integer> postorder(Node root) {"
2192	leetcode	java	You are given an array of positive integers beans, where each integer represents the number of magic beans found in a particular magic bag.	2171	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/	"public long minimumRemoval(int[] beans) {"
2193	leetcode	java	ou are given an integer array nums where the ith bag contains nums[i] balls. You are also given an integer maxOperations.	1760	https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/	"public int minimumSize(int[] nums, int maxOperations) {"
2194	leetcode	java	Given an array nums of n integers, return an array of all the unique quadruplets [nums[a], nums[b], nums[c], nums[d]] such that: 0 <= a, b, c, d < n a, b, c,	18	https://leetcode.com/problems/4sum/	"public List<List<Integer>> fourSum(int[] nums, int target) {"
2195	leetcode	java	You are given an integer finalSum. Split it into a sum of a maximum number of unique positive even integers.	2178	https://leetcode.com/problems/maximum-split-of-positive-even-integers/	"public List<Long> maximumEvenSplit(long finalSum) {"
2196	leetcode	java	Given the head of a singly linked list, group all the nodes with odd indices together followed by the nodes with even indices, and return the reordered list.	328	https://leetcode.com/problems/odd-even-linked-list/	"public ListNode oddEvenList(ListNode head) {"
2197	leetcode	java	Given a reference of a node in a connected undirected graph. Return a deep copy (clone) of the graph.	133	https://leetcode.com/problems/clone-graph/	"public Node cloneGraph(Node node) {"
2198	leetcode	java	Given the root of a binary tree, return the bottom-up level order traversal of its nodes' values. (i.e., from left to right, level by level from leaf to root).	107	https://leetcode.com/problems/binary-tree-level-order-traversal-ii/	"public List<List<Integer>> levelOrderBottom(TreeNode root) {"
2199	leetcode	java	Given a zero-based permutation nums (0-indexed), build an array ans of the same length where ans[i] = nums[nums[i]] for each 0 <= i < nums.length and return it.	1920	https://leetcode.com/problems/build-array-from-permutation/	"public int[] buildArray(int[] nums) {"
2200	leetcode	java	You are given a string s representing an attendance record for a student where each character signifies whether the student was absent, late, or present on that day.	551	https://leetcode.com/problems/student-attendance-record-i/	"public boolean checkRecord(String s) {"
2201	leetcode	java	TinyURL is a URL shortening service where you enter a URL such as https://leetcode.com/problems/design-tinyurl and it returns a short URL such as http://tinyurl.com/4e9iAk.	535	https://leetcode.com/problems/encode-and-decode-tinyurl/	"public String encode(String longUrl) {"
2202	leetcode	java	There are n people, each person has a unique id between 0 and n-1.	1311	https://leetcode.com/problems/get-watched-videos-by-your-friends/	"public List<String> watchedVideosByFriends(List<List<String>> watchedVideos, int[][] friends, int id, int level) {"
2203	leetcode	java	Return the number of permutations of 1 to n so that prime numbers are at prime indices (1-indexed.	1175	https://leetcode.com/problems/prime-arrangements/	"public int numPrimeArrangements(int n) {"
2204	leetcode	java	Given the head of a singly linked list, return the middle node of the linked list. If there are two middle nodes, return the second middle node.	876	https://leetcode.com/problems/middle-of-the-linked-list/	"public ListNode middleNode(ListNode head) {"
2205	leetcode	java	Given an integer array nums, find the maximum possible bitwise OR of a subset of nums and return the number of different non-empty subsets with the maximum bitwise OR.	2044	https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/	"public int countMaxOrSubsets(int[] nums) {"
2206	leetcode	java	Given an integer array arr, return the mean of the remaining integers after removing the smallest 5% and the largest 5% of the elements.	1619	https://leetcode.com/problems/mean-of-array-after-removing-some-elements/	"public double trimMean(int[] arr) {"
2207	leetcode	java	A kingdom consists of a king, his children, his grandchildren, and so on. Every once in a while, someone in the family dies or a child is born.	1600	https://leetcode.com/problems/throne-inheritance/	"public void birth(String parentName, String childName) {"
2208	leetcode	java	Given an integer n, break it into the sum of k positive integers, where k >= 2, and maximize the product of those integers. Return the maximum product you can get.	343	https://leetcode.com/problems/integer-break/	"public int integerBreak(int n) {"
2209	leetcode	java	Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get	739	https://leetcode.com/problems/daily-temperatures/	"public int[] dailyTemperatures(int[] temperatures) {"
2210	leetcode	java	Given an array nums of integers, a move consists of choosing any element and decreasing it by 1.	1144	https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/	"public int movesToMakeZigzag(int[] nums) {"
2211	leetcode	java	ou are given a list of preferences for n friends, where n is always even. For each person i, preferences[i] contains a list of friends sorted in the order of preference.	1583	https://leetcode.com/problems/count-unhappy-friends/	"public int unhappyFriends(int n, int[][] preferences, int[][] pairs) {"
2212	leetcode	java	Given an integer n, return any array containing n unique integers such that they add up to 0.	1304	https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/	"public int[] sumZero(int n) {"
2213	leetcode	java	Given a root node reference of a BST and a key, delete the node with the given key in the BST. Return the root node reference (possibly updated) of the BST.	450	https://leetcode.com/problems/delete-node-in-a-bst/	"public TreeNode deleteNode(TreeNode root, int key) {"
2214	leetcode	java	Given a string s, return the number of segments in the string. A segment is defined to be a contiguous sequence of non-space characters.	434	https://leetcode.com/problems/number-of-segments-in-a-string/	"public int countSegments(String s) {"
2215	leetcode	java	Given a 0-indexed integer array nums, return the number of distinct quadruplets (a, b, c, d) such that: - nums[a] + nums[b] + nums[c] == nums[d], and - a < b <	1995	https://leetcode.com/problems/count-special-quadruplets/	"public int countQuadruplets(int[] nums) {"
2216	leetcode	java	A phrase is a palindrome if, after converting all uppercase letters into lowercase letters and removing all non-alphanumeric characters, it reads the same forward and backward. Alphanumeric characters include letters and numbers.	125	https://leetcode.com/problems/valid-palindrome/	"public boolean isPalindrome(String s) {"
2217	leetcode	java	A valid parentheses string is either empty "", "(" + A + ")", or A + B, where A and B are valid parentheses strings, and + represents string concatenation.	1021	https://leetcode.com/problems/remove-outermost-parentheses/	"public String removeOuterParentheses(String s) {"
2218	leetcode	java	There is a special typewriter with lowercase English letters 'a' to 'z' arranged in a circle with a pointer.	1974	https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/	"public int minTimeToType(String word) {"
2219	leetcode	java	You are given an integer array nums and an integer k. Append k unique positive integers that do not appear in nums to nums such that the resulting total sum is minimum.	2195	https://leetcode.com/problems/append-k-integers-with-minimal-sum/	"public long minimalKSum(int[] nums, int k) {"
2220	leetcode	java	Given the root of a binary tree, return its maximum depth.	1993	https://leetcode.com/problems/operations-on-tree/	"public int maxDepth(TreeNode root) {"
2221	leetcode	java	There are n points on a road you are driving your taxi on.	2008	https://leetcode.com/problems/maximum-earnings-from-taxi/	"public long maxTaxiEarnings(int n, int[][] rides) {"
2222	leetcode	java	Given two integers left and right that represent the range [left, right], return the bitwise AND of all numbers in this range, inclusive.	201	https://leetcode.com/problems/bitwise-and-of-numbers-range/	"public int rangeBitwiseAnd(int left, int right) {"
2223	leetcode	java	An integer x is numerically balanced if for every digit d in the number x, there are exactly d occurrences of that digit in x.	2048	https://leetcode.com/problems/next-greater-numerically-balanced-number/	"public int nextBeautifulNumber(int n) {"
2224	leetcode	java	You are given an integer total indicating the amount of money you have. You are also given two integers cost1 and cost2 indicating the price of a pen and pencil respectively.	2240	https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/	"public long waysToBuyPensPencils(int total, int cost1, int cost2) {"
2225	leetcode	java	You are given an integer array coins of length n which represents the n coins that you own. The value of the ith coin is coins[i].	1798	https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/	"public int getMaximumConsecutive(int[] coins) {"
2226	leetcode	java	Given the head of a linked list, rotate the list to the right by k places.	61	https://leetcode.com/problems/rotate-list/	"public ListNode rotateRight(ListNode head, int k) {"
2227	leetcode	java	Given an integer num, return three consecutive integers (as a sorted array) that sum to num. If num cannot be expressed as the sum of three consecutive integers, return an empty array.	2177	https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/	"public long[] sumOfThree(long num) {"
2228	leetcode	java	You are given a 0-indexed integer array nums and an integer k. You are initially standing at index 0.	1696	https://leetcode.com/problems/jump-game-vi/	"public int maxResult(int[] nums, int k) {"
2229	leetcode	java	You are given two strings word1 and word2. Merge the strings by adding letters in alternating order, starting with word1.	1768	https://leetcode.com/problems/merge-strings-alternately/	"public String mergeAlternately(String word1, String word2) {"
2230	leetcode	java	Given an array of integers nums, you start with an initial positive value startValue.	1413	https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/	"public int minStartValue(int[] nums) {"
2231	leetcode	java	Given a 0-indexed integer array nums of length n and an integer k, return the number of pairs (i, j) where 0 <= i < j < n, such that nums[i] ==	2176	https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/	"public int countPairs(int[] nums, int k) {"
2232	leetcode	java	Given an integer array nums of size n, return the minimum number of moves required to make all array elements equal.	462	https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/	"public int minMoves2(int[] nums) {"
2233	leetcode	java	Given a string of English letters s, return the greatest English letter which occurs as both a lowercase and uppercase letter in s. The returned letter should be in uppercase.	2309	https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/	"public String greatestLetter(String s) {"
2234	leetcode	java	Given a circular integer array nums (i.e., the next element of nums[nums.length - 1] is nums[0]), return the next greater number for every element in nums.	503	https://leetcode.com/problems/next-greater-element-ii/	"public int[] nextGreaterElements(int[] nums) {"
2235	leetcode	java	Given an integer array of size n, find all elements that appear more than ⌊ n/3 ⌋ times.	229	https://leetcode.com/problems/majority-element-ii/	"public List<Integer> majorityElement(int[] nums) {"
2236	leetcode	java	Given two string arrays words1 and words2, return the number of strings that appear exactly once in each of the two arrays.	2085	https://leetcode.com/problems/count-common-words-with-one-occurrence/	"public int countWords(String[] words1, String[] words2) {"
2237	leetcode	java	Given two strings first and second, consider occurrences in some text of the form "first second third", where second comes immediately after first, and third comes immediately after second.	1078	https://leetcode.com/problems/occurrences-after-bigram/	"public String[] findOcurrences(String text, String first, String second) {"
2238	leetcode	java	Given an integer array of even length arr, return true if it is possible to reorder arr such that arr[2 * i + 1] = 2 * arr[2 * i] for every	954	https://leetcode.com/problems/array-of-doubled-pairs/	"public boolean canReorderDoubled(int[] arr) {"
2239	leetcode	java	Given a string s, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order.	557	https://leetcode.com/problems/reverse-words-in-a-string-iii/	"public String reverseWords(String s) {"
2240	leetcode	java	Given two integers left and right, return the count of numbers in the inclusive range [left, right] having a prime number of set bits in their binary representation.	762	https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/	"public int countPrimeSetBits(int left, int right) {"
2241	leetcode	java	Given an integer array nums, move all the even integers at the beginning of the array followed by all the odd integers. Return any array that satisfies this condition.	905	https://leetcode.com/problems/sort-array-by-parity/	"public int[] sortArrayByParity(int[] nums) {"
2242	leetcode	java	Given an integer array arr, remove a subarray (can be empty) from arr such that the remaining elements in arr are non-decreasing. Return the length of the shortest subarray to remove.	1574	https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/	"public int findLengthOfShortestSubarray(int[] arr) {"
2243	leetcode	java	Given an array nums, return true if the array was originally sorted in non-decreasing order, then rotated some number of positions (including zero). Otherwise, return false.	1752	https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/	"public boolean check(int[] nums) {"
2244	leetcode	java	Given a binary string s ​​​​​without leading zeros, return true​​​ if s contains at most one contiguous segment of ones. Otherwise, return false.	1784	https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones/	"public boolean checkOnesSegment(String s) {"
2245	leetcode	java	A square triple (a,b,c) is a triple where a, b, and c are integers and a2 + b2 = c2.	1925	https://leetcode.com/problems/count-square-sum-triples/	"public int countTriples(int n) {"
2246	leetcode	java	Given an integer x, return true if x is palindrome integer. An integer is a palindrome when it reads the same backward as forward.	9	https://leetcode.com/problems/palindrome-number/	"public boolean isPalindrome(int x) {"
2247	leetcode	java	Given two strings s and t, return true if t is an anagram of s, and false otherwise.	242	https://leetcode.com/problems/valid-anagram/	"public boolean isAnagram(String s, String t) {"
2248	leetcode	java	Given three integers x, y, and bound, return a list of all the powerful integers that have a value less than or equal to bound.	970	https://leetcode.com/problems/powerful-integers/	"public List<Integer> powerfulIntegers(int x, int y, int bound) {"
2249	leetcode	java	Given an integer array nums and two integers left and right, return the number of contiguous non-empty subarrays such that the value of the maximum array element in that subarray is in	795	https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/	"public int numSubarrayBoundedMax(int[] nums, int left, int right) {"
2250	leetcode	java	Given a string s, find the longest palindromic subsequence's length in s.	516	https://leetcode.com/problems/longest-palindromic-subsequence/	"public int longestPalindromeSubseq(String s) {"
2251	leetcode	java	We are given a list nums of integers representing a list compressed with run-length encoding. Consider each adjacent pair of elements [freq, val] = [nums[2*i], nums[2*i+1]] (with i >= 0).	1313	https://leetcode.com/problems/decompress-run-length-encoded-list/	"public int[] decompressRLElist(int[] nums) {"
2252	leetcode	java	Write a function to delete a node in a singly-linked list.	237	https://leetcode.com/problems/delete-node-in-a-linked-list/	"public void deleteNode(ListNode node) {"
2253	leetcode	java	You are given an array nums of positive integers. In one operation, you can choose any number from nums and reduce it to exactly half the number.	2208	https://leetcode.com/problems/minimum-operations-to-halve-array-sum/	"public int halveArray(int[] nums) {"
2254	leetcode	java	Given two integers representing the numerator and denominator of a fraction, return the fraction in string format. If the fractional part is repeating, enclose the repeating part in parentheses.	166	https://leetcode.com/problems/fraction-to-recurring-decimal/	"public String fractionToDecimal(int numerator, int denominator) {"
2255	leetcode	java	The array-form of an integer num is an array representing its digits in left to right order. For example, for num = 1321, the array form is [1,3,2,1].	989	https://leetcode.com/problems/add-to-array-form-of-integer/	"public List<Integer> addToArrayForm(int[] num, int k) {"
2256	leetcode	java	Given a non-negative integer x, compute and return the square root of x.	69	https://leetcode.com/problems/sqrtx/	"public int mySqrt(int x) {"
2257	leetcode	java	Given the root of a binary tree, return the average value of the nodes on each level in the form of an array.	637	https://leetcode.com/problems/average-of-levels-in-binary-tree/	"public List<Integer> postorderTraversal(TreeNode root) {"
2258	leetcode	java	Given a string s, rearrange the characters of s so that any two adjacent characters are not the same. Return any possible rearrangement of s or return "" if not possible.	767	https://leetcode.com/problems/reorganize-string/	"public String reorganizeString(String s) {"
2259	leetcode	java	Given an integer n, return true if it is a power of two. Otherwise, return false.	231	https://leetcode.com/problems/power-of-two/	"public boolean isPowerOfTwo(int n) {"
2260	leetcode	java	A pangram is a sentence where every letter of the English alphabet appears at least once.	1832	https://leetcode.com/problems/check-if-the-sentence-is-pangram/	"public boolean checkIfPangram(String sentence) {"
2261	leetcode	java	Given two integer arrays nums1 and nums2, return an array of their intersection.	350	https://leetcode.com/problems/intersection-of-two-arrays-ii/	"public int[] intersect(int[] nums1, int[] nums2) {"
2262	leetcode	java	You are given two positive integer arrays spells and potions, of length n and m respectively, where spells[i] represents the strength of the ith spell and potions[j] represents the strength of the	2300	https://leetcode.com/problems/successful-pairs-of-spells-and-potions/	"public int[] successfulPairs(int[] spells, int[] potions, long success) {"
2263	leetcode	java	Given an integer num, return a string representing its hexadecimal representation. For negative integers, two’s complement method is used.	405	https://leetcode.com/problems/convert-a-number-to-hexadecimal/	"public String toHex(int num) {"
2264	leetcode	java	You're given strings jewels representing the types of stones that are jewels, and stones representing the stones you have. Each character in stones is a type of stone you have.	771	https://leetcode.com/problems/jewels-and-stones/	"public int numJewelsInStones(String jewels, String stones) {"
2265	leetcode	java	Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise.	572	https://leetcode.com/problems/subtree-of-another-tree//	"public boolean isSubtree(TreeNode root, TreeNode subRoot) {"
2266	leetcode	java	You are given a 0-indexed integer array nums, where nums[i] represents the score of the ith student. You are also given an integer k.	1984	https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/	"public int minimumDifference(int[] nums, int k) {"
2267	leetcode	java	Write a program to count the number of days between two dates. The two dates are given as strings, their format is YYYY-MM-DD as shown in the examples.	1360	https://leetcode.com/problems/number-of-days-between-two-dates/	"public int daysBetweenDates(String date1, String date2) {"
2268	leetcode	java	You are a professional robber planning to rob houses along a street.	198	https://leetcode.com/problems/house-robber/	"public int rob(int[] nums) {"
2269	leetcode	java	A super ugly number is a positive integer whose prime factors are in the array primes. Given an integer n and an array of integers primes, return the nth super ugly number.	313	https://leetcode.com/problems/super-ugly-number/	"public int nthSuperUglyNumber(int n, int[] primes) {"
2270	leetcode	java	Given an m x n binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area.	221	https://leetcode.com/problems/maximal-square/	"public int maximalSquare(char[][] matrix) {"
2271	leetcode	java	Given an integer array nums, return the maximum result of nums[i] XOR nums[j], where 0 <= i <= j < n.	421	https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/	"public int findMaximumXOR(int[] nums) {"
2272	leetcode	java	Given an integer array nums, find the contiguous subarray (containing at least one number) which has the largest sum and return its sum. A subarray is a contiguous part of an array.	53	https://leetcode.com/problems/maximum-subarray/	"public int maxSubArray(int[] nums) {"
2273	leetcode	java	You are given a string s and an integer array indices of the same length.	1528	https://leetcode.com/problems/shuffle-string/	"public String restoreString(String s, int[] indices) {"
2274	leetcode	java	You are given a string s that consists of lower case English letters and brackets. Reverse the strings in each pair of matching parentheses, starting from the innermost one.	1190	https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/	"public String reverseParentheses(String s) {"
2275	leetcode	java	Given an n x n array of integers matrix, return the minimum sum of any falling path through matrix.	931	https://leetcode.com/problems/minimum-falling-path-sum/	"public int minFallingPathSum(int[][] matrix) {"
2276	leetcode	java	Given an binary array nums and an integer k, return true if all 1's are at least k places away from each other, otherwise return false.	1437	https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/	"public boolean kLengthApart(int[] nums, int k) {"
2277	leetcode	java	You are given an array of n pairs pairs where pairs[i] = [lefti, righti] and lefti < righti.	646	https://leetcode.com/problems/maximum-length-of-pair-chain/	"public int findLongestChain(int[][] pairs) {"
2278	leetcode	java	Given an integer array nums of 2n integers, group these integers into n pairs (a1, b1), (a2, b2), ...	561	https://leetcode.com/problems/array-partition/	"public int arrayPairSum(int[] nums) {"
